year,gender,event,winner,time,seconds,course_record
2001,men,Senior-Veteran Singles 70+ years old,Richard Kendall (71),20:31.750,1231.75,True
2002,men,Senior-Veteran Singles 70+ years old,Richard Kendall (72),21:24.056,1284.056,False
2003,men,Senior-Veteran Singles 70+ years old,Richard Kendall (73),20:56.961,1256.961,False
2005,men,Senior-Veteran Singles 70+ years old,Richard Kendall (75),21:58.906,1318.906,False
2006,men,Senior-Veteran Singles 70+ years old,Carlo Zezza (70),21:05.627,1265.627,False
2007,men,Senior-Veteran Singles 70+ years old,Richard Kendall (77),20:33.355,1233.355,False
2008,men,Senior-Veteran Singles 70+ years old,Richard Kendall (78),20:30.500,1230.5,False
2009,men,Senior-Veteran Singles 70+ years old,Richard Kendall (79),21:29.240,1289.24,False
2010,men,Senior-Veteran Singles 70+ years old,Richard Kendall (80),19:50.376,1190.376,True
2011,men,Senior-Veteran Singles 70+ years old,Richard Kendall (81),20:22.331,1222.331,False
2012,men,Senior-Veteran Singles 70+ years old,Henry Hamilton (SV I),21:33.41,1293.41,False
2013,men,Senior-Veteran Singles 70+ years old,Landon Carter (SV I),21:20.89,1280.89,False
2014,men,Senior-Veteran Singles 70+ years old,Chuck Cook (SV I),20:43.782,1243.782,False
2015,men,Senior-Veteran Singles 70+ years old,Chuck Cook (SV I),21:29.417,1289.417,False
2016,men,Senior-Veteran Singles 70+ years old,Michael Tebay (SV I),21:25.212,1285.212,False
2017,men,Senior-Veteran Singles 70+ years old,Tom Bishop (SVI),20:35.248,1235.248,False
2018,men,Senior-Veteran Singles 70+ years old,Tom Bishop (SV I),21:01.743,1261.743,False
2019,men,Senior-Veteran Singles 70+ years old,Tom Bishop (SVI),21:46.750,1306.75,False
2021,men,Senior-Veteran Singles 70+ years old,Richard Anderson (SVI),20:39.744,1239.744,False
2022,men,Senior-Veteran Singles 70+ years old,Ian Luxford (SVI),21:03.215,1263.215,False
2023,men,Senior-Veteran Singles 70+ years old,Ian Luxford (SVI),20:47.194,1247.194,False
2024,men,Senior-Veteran Singles 70+ years old,James Crawford (SVI),21:23.858,1283.858,False
2025,men,Senior-Veteran Singles 70+ years old,James Crawford (SVI),21:23.565,1283.565,False
2021,men,"Under 17 Fours *In 2021, U17 Four was special medal in the Youth Fours category",Los Gatos (U17),17:33.190,1053.19,True
2022,men,"Under 17 Fours *In 2021, U17 Four was special medal in the Youth Fours category",Miami Rowing Center,16:47.946,1007.946,True
2023,men,"Under 17 Fours *In 2021, U17 Four was special medal in the Youth Fours category",RowAmerica Rye,18:04.911,1084.911,False
2024,men,"Under 17 Fours *In 2021, U17 Four was special medal in the Youth Fours category",RowAmerica Rye,17:17.863,1037.863,False
2025,men,"Under 17 Fours *In 2021, U17 Four was special medal in the Youth Fours category",Los Gatos,16:42.718,1002.718,True
2014,men,Veteran Doubles Age Average of 60+ (no rower under 30),"T. Van Dusen, D. Ruane",18:53.813,1133.813,True
2015,men,Veteran Doubles Age Average of 60+ (no rower under 30),"G. Rees, I. Luxford",19:48.841,1188.841,False
2016,men,Veteran Doubles Age Average of 60+ (no rower under 30),"G. Walker, A. Baur",20:05.413,1205.413,False
2017,men,Veteran Doubles Age Average of 60+ (no rower under 30),"V. Vinje, P. Monckton",18:33.574,1113.574,True
2018,men,Veteran Doubles Age Average of 60+ (no rower under 30),"V. Vinje, P. Monckton",19:15.341,1155.341,False
2019,men,Veteran Doubles Age Average of 60+ (no rower under 30),"V. Vinje, P. Monckton",19:29.436,1169.436,False
2021,men,Veteran Doubles Age Average of 60+ (no rower under 30),"R. Murphy, D. Chernoff",18:53.189,1133.189,False
2022,men,Veteran Doubles Age Average of 60+ (no rower under 30),"R. Coven, M. Biery",18:18.526,1098.526,True
2023,men,Veteran Doubles Age Average of 60+ (no rower under 30),"R. Coven, M. Biery",18:12.378,1092.378,True
2024,men,Veteran Doubles Age Average of 60+ (no rower under 30),"J. Tunicliffe, M. Totta",18:35.046,1115.046,False
2025,men,Veteran Doubles Age Average of 60+ (no rower under 30),"M. Smith, D. Gorriaran",18:54.451,1134.451,False
2014,men,Veteran Eights Age Average of 60+ (no rower under 30),Team Attager,16:30.065,990.065,True
2015,men,Veteran Eights Age Average of 60+ (no rower under 30),1980,17:20.954,1040.954,False
2016,men,Veteran Eights Age Average of 60+ (no rower under 30),Team Attager,16:42.880,1002.88,False
2017,men,Veteran Eights Age Average of 60+ (no rower under 30),Melbourne Uni,16:22.875,982.875,True
2018,men,Veteran Eights Age Average of 60+ (no rower under 30),Melbourne Uni,16:39.193,999.193,False
2019,men,Veteran Eights Age Average of 60+ (no rower under 30),Melbourne Uni,17:00.076,1020.076,False
2021,men,Veteran Eights Age Average of 60+ (no rower under 30),Marin,16:30.751,990.751,False
2022,men,Veteran Eights Age Average of 60+ (no rower under 30),Upper Yarra,15:55.952,955.952,True
2023,men,Veteran Eights Age Average of 60+ (no rower under 30),Marin,16:06.405,966.405,False
2024,men,Veteran Eights Age Average of 60+ (no rower under 30),Upper Yarra,15:56.585,956.585,False
2025,men,Veteran Eights Age Average of 60+ (no rower under 30),Upper Yarra,15:49.338,949.338,True
2014,men,Veteran Fours Age Average of 60+ (no rower under 30),Riverside,18:14.405,1094.405,True
2015,men,Veteran Fours Age Average of 60+ (no rower under 30),Riverside,19:30.549,1170.549,False
2016,men,Veteran Fours Age Average of 60+ (no rower under 30),Riverside,18:25.150,1105.15,False
2017,men,Veteran Fours Age Average of 60+ (no rower under 30),Sammamish,18:04.515,1084.515,True
2018,men,Veteran Fours Age Average of 60+ (no rower under 30),Leander,18:30.723,1110.723,False
2019,men,Veteran Fours Age Average of 60+ (no rower under 30),Cambridge,19:07.918,1147.918,False
2021,men,Veteran Fours Age Average of 60+ (no rower under 30),Cambridge,18:08.033,1088.033,False
2022,men,Veteran Fours Age Average of 60+ (no rower under 30),Cambridge Boat Club,18:06.347,1086.347,False
2023,men,Veteran Fours Age Average of 60+ (no rower under 30),Molesey,17:30.349,1050.349,True
2024,men,Veteran Fours Age Average of 60+ (no rower under 30),Molesey,17:46.594,1066.594,False
2025,men,Veteran Fours Age Average of 60+ (no rower under 30),Monmouth,18:14.455,1094.455,False
1965,men,Veteran Singles 60+ years old,L. Wade (61),24:27.0,1467.0,True
1966,men,Veteran Singles 60+ years old,L. Wade (62),24:55.4,1495.4,False
1967,men,Veteran Singles 60+ years old,L. Wade (63),24:21.9,1461.9,True
1968,men,Veteran Singles 60+ years old,L. Wade (64),28:32.8,1712.8,False
1970,men,Veteran Singles 60+ years old,L. Wade (66),21:56.9,1316.9,True
1971,men,Veteran Singles 60+ years old,L. Wade (67),22:35.8,1355.8,False
1972,men,Veteran Singles 60+ years old,J. Olrich (60),21:06.1,1266.1,True
1973,men,Veteran Singles 60+ years old,J. Olrich (61),22:24.3,1344.3,False
1974,men,Veteran Singles 60+ years old,J. Olrich (62),23:33.1,1413.1,False
1975,men,Veteran Singles 60+ years old,R. Cutler (62),23:52.8,1432.8,False
1976,men,Veteran Singles 60+ years old,J. Olrich (64),22:12.3,1332.3,False
1977,men,Veteran Singles 60+ years old,R. Cutler (64),23:47.3,1427.3,False
1978,men,Veteran Singles 60+ years old,J. Olrich (66),22:11.0,1331.0,False
1979,men,Veteran Singles 60+ years old,J. Olrich (67),22:12.6,1332.6,False
1980,men,Veteran Singles 60+ years old,D. Challinor (60),22:08.6,1328.6,False
1981,men,Veteran Singles 60+ years old,D. Challinor (61),20:45.1,1245.1,True
1982,men,Veteran Singles 60+ years old,D. Challinor (62),21:25.3,1285.3,False
1983,men,Veteran Singles 60+ years old,D. Challinor (63),21:09.3,1269.3,False
1984,men,Veteran Singles 60+ years old,D. Challinor (64),20:51.5,1251.5,False
1985,men,Veteran Singles 60+ years old,D. Challinor (65),23:11.7,1391.7,False
1986,men,Veteran Singles 60+ years old,D. Challinor (66),21:16.9,1276.9,False
1987,men,Veteran Singles 60+ years old,H. Rogers (61),21:13.0,1273.0,False
1988,men,Veteran Singles 60+ years old,D. Challinor (68),22:37.4,1357.4,False
1989,men,Veteran Singles 60+ years old,D. Challinor (69),23:19.0,1399.0,False
1990,men,Veteran Singles 60+ years old,H. Rogers (64),21:39.7,1299.7,False
1991,men,Veteran Singles 60+ years old,S. Pell (60),22:00.5,1320.5,False
1992,men,Veteran Singles 60+ years old,S. Pell (61),20:20.9,1220.9,True
1993,men,Veteran Singles 60+ years old,S. Pell (62),20:32.8,1232.8,False
1994,men,Veteran Singles 60+ years old,S. Pell (63),20:37.3,1237.3,False
1995,men,Veteran Singles 60+ years old,S. Pell (64),20:12.8,1212.8,True
1997,men,Veteran Singles 60+ years old,T. Swayze (60),20:34.1,1234.1,False
1998,men,Veteran Singles 60+ years old,C. Collins (65),20:17.23,1217.23,False
1999,men,Veteran Singles 60+ years old,R. Kendall (69),20:35.17,1235.17,False
2001,men,Veteran Singles 60+ years old,C. Collins (68),19:24.329,1164.329,True
2002,men,Veteran Singles 60+ years old,C. Collins (69),19:57.024,1197.024,False
2003,men,Veteran Singles 60+ years old,Carlo Zezza (67),20:30.350,1230.35,False
2005,men,Veteran Singles 60+ years old,Carlo Zezza (69),20:53.900,1253.9,False
2006,men,Veteran Singles 60+ years old,Duncan Howat (62),20:02.855,1202.855,False
2007,men,Veteran Singles 60+ years old,Duncan Howat (63),19:53.291,1193.291,False
2008,men,Veteran Singles 60+ years old,Bennet Jones (69),20:07.800,1207.8,False
2009,men,Veteran Singles 60+ years old,James Dietz (60),20:17.311,1217.311,False
2010,men,Veteran Singles 60+ years old,Richard Anderson (60),19:26.339,1166.339,False
2011,men,Veteran Singles 60+ years old,Richard Anderson (61),20:07.112,1207.112,False
2012,men,Veteran Singles 60+ years old,Al Flanders (V I),20:02.97,1202.97,False
2013,men,Veteran Singles 60+ years old,Gregg Stone (V I),19:35.52,1175.52,False
2014,men,Veteran Singles 60+ years old,Gregg Stone (V I),19:34.910,1174.91,False
2015,men,Veteran Singles 60+ years old,Tim Willsallen (V 1),21:26.314,1286.314,False
2016,men,Veteran Singles 60+ years old,Tim Willsallen (V I),20:06.462,1206.462,False
2017,men,Veteran Singles 60+ years old,John Randle (VI),19:33.549,1173.549,False
2018,men,Veteran Singles 60+ years old,Thomas Darling (VI),20:27.583,1227.583,False
2019,men,Veteran Singles 60+ years old,Franciscus Van Der Steen (VI),19:47.565,1187.565,False
2021,men,Veteran Singles 60+ years old,John Tunnicliffe,19:15.645,1155.645,False
2022,men,Veteran Singles 60+ years old,Greg Benning (VI),18:57.523,1137.523,True
2023,men,Veteran Singles 60+ years old,Greg Benning (VI),18:46.718,1126.718,True
2024,men,Veteran Singles 60+ years old,Greg Benning (VI),19:15.414,1155.414,False
2025,men,Veteran Singles 60+ years old,Greg Benning (VI),19:06.689,1146.689,False
2016,men,Youth Coxed Quads,Marlow,17:35.515,1055.515,False
2017,men,Youth Coxed Quads,New Canaan Crew,15:21.350,921.35,True
2018,men,Youth Coxed Quads,New Canaan Crew,17:56.946,1076.946,False
2019,men,Youth Coxed Quads,Henley RC,15:53.792,953.792,False
2021,men,Youth Coxed Quads,Maritime RC,16:27.209,987.209,False
2022,men,Youth Coxed Quads,Los Gatos,16:06.524,966.524,False
2023,men,Youth Coxed Quads,Windsor Boys,16:27.218,987.218,False
2024,men,Youth Coxed Quads,Windsor Boys,16:10.799,970.799,False
2025,men,Youth Coxed Quads,Windsor Boys,15:33.578,933.578,False
2005,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.",St. Catharine’s RC Youth,19:09.918,1149.918,True
2006,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","B. McEwan, N. Kelly",17:46.309,1066.309,True
2007,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","M. Benedetto, M. Bohs",18:07.445,1087.445,False
2008,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","T. Cameron, P. Waites",18:03.400,1083.4,False
2009,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","M. Wales, A. O’Sullivan",17:46.574,1066.574,False
2010,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","R. Steinhardt, M. Barakso",16:58.864,1018.864,True
2011,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","C. Buchholz, R. Wagner",17:17.645,1037.645,False
2012,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","C. Buchholz, I. Mocarski",17:59.72,1079.72,False
2013,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","I. Mocarski, J. Dow",18:15.769,1095.769,False
2014,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","J. Cabanas, A. Preminger",18:09.661,1089.661,False
2015,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","J. Plaut, N. Plaut",17:49.440,1069.44,False
2016,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","H. Snow, T. Satterthwaite",18:24.725,1104.725,False
2017,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.",N. Salazar/ J. Schlyer,16:52.471,1012.471,True
2018,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","P. Fancher, L. Jenkins",19:25.934,1165.934,False
2019,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.",Long Lake Rowing Crew,17:26.233,1046.233,False
2021,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","N. Ramaraju, T. Wakefield",17:34.266,1054.266,False
2022,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","N. Ramaraju, C. Boldt",16:40.350,1000.35,True
2023,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","M. Ruschmann, R. McLaughlin",18:16.334,1096.334,False
2024,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","A. Vizecky, N. Holst",17:11.441,1031.441,False
2025,men,"Youth Doubles † – In 2005, the Youth Doubles event raced in separate classes for college and high school rowers.","G. Matlock, K. Coddens",16:36.264,996.264,True
1965,men,Youth Eights,Phillips Acad.,16:33.0,993.0,True
1966,men,Youth Eights,Phillips Acad.,18:27.5,1107.5,False
1967,men,Youth Eights,Phillips Exeter,17:32.0,1052.0,False
1968,men,Youth Eights,St. John’s HS,18:35.1,1115.1,False
1970,men,Youth Eights,Mt. Hermon Sch.,16:11.3,971.3,True
1971,men,Youth Eights,Father Judge HS,15:29.6,929.6,True
1972,men,Youth Eights,Father Judge HS,16:03.8,963.8,False
1973,men,Youth Eights,Nthfld-Mt. Hermon,16:54.1,1014.1,False
1974,men,Youth Eights,Father Judge HS,17:02.5,1022.5,False
1975,men,Youth Eights,Father Judge HS,16:39.8,999.8,False
1976,men,Youth Eights,West Park Ss,16:34.0,994.0,False
1977,men,Youth Eights,Upper Canada Coll.,17:14.8,1034.8,False
1978,men,Youth Eights,Yale Univ.,16:02.1,962.1,False
1979,men,Youth Eights,Cornell Univ.,15:53.6,953.6,False
1980,men,Youth Eights,Yale Univ.,16:19.1,979.1,False
1981,men,Youth Eights,Cornell Univ.,15:44.8,944.8,False
1982,men,Youth Eights,Coll. BC Of Penn,15:49.0,949.0,False
1983,men,Youth Eights,Tabor Acad.,15:44.8,944.8,False
1984,men,Youth Eights,Father Judge HS,15:39.4,939.4,False
1985,men,Youth Eights,Holy Spirit HS,16:04.6,964.6,False
1986,men,Youth Eights,Coll. BC Of Penn,15:35.2,935.2,False
1987,men,Youth Eights,Harvard Univ.,15:31.6,931.6,False
1988,men,Youth Eights,Brown Univ.,15:50.8,950.8,False
1989,men,Youth Eights,Charles River Ra,16:42.5,1002.5,False
1990,men,Youth Eights,Harvard Univ.,15:17.8,917.8,True
1991,men,Youth Eights,Harvard Univ.,15:18.8,918.8,False
1992,men,Youth Eights,Harvard Univ.,14:58.6,898.6,True
1993,men,Youth Eights,N.U.R.A.,15:26.8,926.8,False
1994,men,Youth Eights,N.U.R.A.,15:26.3,926.3,False
1995,men,Youth Eights,Charles River Ra,15:30.9,930.9,False
1997,men,Youth Eights,College BC,15:22.4,922.4,False
1998,men,Youth Eights,Charles River Ra,15:14.73,914.73,False
1999,men,Youth Eights,Charles River Ra,15:45.49,945.49,False
2000,men,Youth Eights,Charles River Ra,15:22.88,922.88,False
2001,men,Youth Eights,Charles River Ra,14:58.700,898.7,False
2002,men,Youth Eights,Homberger RK,15:09.138,909.138,False
2003,men,Youth Eights,Charles River RA,15:14.254,914.254,False
2005,men,Youth Eights,Homberger RK,16:21.771,981.771,False
2006,men,Youth Eights,Univ. of Calif-Berkeley,15:01.523,901.523,False
2007,men,Youth Eights,St. Joseph’s Prep,15:17.592,917.592,False
2008,men,Youth Eights,Eton College,15:12.900,912.9,False
2009,men,Youth Eights,Eton College,15:09.318,909.318,False
2010,men,Youth Eights,Marin Rowing Association,14:50.246,890.246,True
2011,men,Youth Eights,Marin Rowing Association,15:06.979,906.979,False
2012,men,Youth Eights,Marin Rowing Association,15:21.33,921.33,False
2013,men,Youth Eights,Marin Rowing Association,15:23.532,923.532,False
2014,men,Youth Eights,Oakland Strokes,15:38.659,938.659,False
2015,men,Youth Eights,Marin Rowing Association,15:00.001,900.001,False
2016,men,Youth Eights,Oakland Strokes,16:11.183,971.183,False
2017,men,Youth Eights,St. Paul’s School,14:12.127,852.127,True
2018,men,Youth Eights,Row America Rye,16:00.118,960.118,False
2019,men,Youth Eights,Row America Rye,14:20.790,860.79,False
2021,men,Youth Eights,Greenwich Crew,14:59.530,899.53,False
2022,men,Youth Eights,Greenwich Crew,14:23.241,863.241,False
2023,men,Youth Eights,St Paul's,15:13.408,913.408,False
