year,name,uid,pdf
2018,Head of the Genesee - Saturday,E1A173A7A71CED0CBD12862516487016,data/raw/row2k\2018_head_of_the_genesee_saturday.pdf
2018,Head of the Housatonic,DEA5603F35DAFD8556DB3E1BBFB9C9A2,data/raw/row2k\2018_head_of_the_housatonic.pdf
2018,Head of the Ohio - Saturday,65546F3D5060C4570E967C4A1ADD0ABF,data/raw/row2k\2018_head_of_the_ohio_saturday.pdf
2018,Textile River Regatta,104D2B22943379353957029CEAF5EA34,data/raw/row2k\2018_textile_river_regatta.pdf
2018,Head of the Oklahoma - Sunday,9ACCF8DCBA1B2E2C7EAF3E1D32174BA9,data/raw/row2k\2018_head_of_the_oklahoma_sunday.pdf
2018,Kings Head XXXII Regatta on the Schuylkill,1AFC696B10DA00DAC87F122C2F693C00,data/raw/row2k\2018_kings_head_xxxii_regatta_on_the_schuylki.pdf
2018,Head of the Oklahoma - Saturday,A0322935CF12B539028B6985620EFBD8,data/raw/row2k\2018_head_of_the_oklahoma_saturday.pdf
2018,Head of the Hudson,5AA568A926361555B4D62781544498A7,data/raw/row2k\2018_head_of_the_hudson.pdf
2018,CRI Fall Classic,3AB8936731DB3EBCEC0EBCF886CA9DE5,data/raw/row2k\2018_cri_fall_classic.pdf
2018,Head of the Cuyahoga,2CDE1566DCA2EF869DB21CD5331C02C1,data/raw/row2k\2018_head_of_the_cuyahoga.pdf
2018,Head of the Nicomekl,EB4C4D43FDA1DACEE872D7A9C87C7B0E,data/raw/row2k\2018_head_of_the_nicomekl.pdf
2018,Schuylkill Navy Regatta,D45CE57421BC4CBE84D3125DB5C8E6ED,data/raw/row2k\2018_schuylkill_navy_regatta.pdf
2018,Riverfront Recapture and Duxbury vs. Greater Lawrence,6BDA2A3105DE9469F29989073895C4D4,
2018,"Noxontown Regatta #3 - Boys: St. Andrew's (DE), Bethesda-Chevy Chase, Central Ca",5156403384E3B94F4C23B6C5DAFB2B89,
2018,"Noxontown Regatta #3 - Girls: St. Andrew's, Bethesda-Chevy Chase, National Cathe",0E7141F3F8D2F471109AF8F9B85666C4,
2018,Charles River Basin Racing Series #3,CBBF84B02CAD3F656BA08A7BDE569760,data/raw/row2k\2018_charles_river_basin_racing_series_3.pdf
2018,Gonzaga College HS vs. Bethesda-Chevy Chase HS and DeMatha Catholic HS,A7E623582084ECF67B8072D74A97F19B,
2018,Occoquan Sprints,3E4CDAF7F7C936089534C6DBBE0BDCB4,data/raw/row2k\2018_occoquan_sprints.pdf
2018,Head of the River,F281C7D9FB5C3B3F387025B5472F2267,data/raw/row2k\2018_head_of_the_river.pdf
2018,Women’s Head Of The River,AF9B58B878F002F6473A18FD07E2635E,data/raw/row2k\2018_women_s_head_of_the_river.pdf
2019,Head of the Harbor,577412F1959CE392568D8397C26E8ED7,data/raw/row2k\2019_head_of_the_harbor.pdf
2019,Stetson Fall Classic,696A8E13F9E1C18E7C640445C1A04A2E,data/raw/row2k\2019_stetson_fall_classic.pdf
2019,Newport Chase,FBBF401784E646396986485F4EA1F000,data/raw/row2k\2019_newport_chase.pdf
2019,Foot of the Charles - Women,9016350BFF5627AFFFDD3B58AFC491D3,data/raw/row2k\2019_foot_of_the_charles_women.pdf
2019,Foot of the Charles - Men,9A354D11E6880A04394A513FF6570C76,data/raw/row2k\2019_foot_of_the_charles_men.pdf
2019,Head of the Lagoon - Juniors,9088014688E1CEBD349272E3494D5774,data/raw/row2k\2019_head_of_the_lagoon_juniors.pdf
2019,San Diego Fall Classic,66F80DD2970A2B4335A4B2B9BA5157EA,data/raw/row2k\2019_san_diego_fall_classic.pdf
2019,Head of the Chickahominy,CC6DAFBD965B65AACECF5616ED2CC6B0,data/raw/row2k\2019_head_of_the_chickahominy.pdf
2019,Head of the Hog,207571315250835F0BB6C389C070D67F,data/raw/row2k\2019_head_of_the_hog.pdf
2019,Head of the South,870DC4A1B6EFFA41ACE582BF66D015C5,data/raw/row2k\2019_head_of_the_south.pdf
2019,Head of the Lagoon - Collegiate & Masters,630E0DF15CE05D183B6BA42D550F0AE1,data/raw/row2k\2019_head_of_the_lagoon_collegiate_masters.pdf
2019,The Fall Classic,864ECD2F8B0ACBBE77E35ED24E7AC296,
2019,Head Of The Marina,3A12B2471497475E2B74A9F137C92104,data/raw/row2k\2019_head_of_the_marina.pdf
2019,Snowflake Regatta,18178C8B6B6A7147C198ADBAC9FA910C,data/raw/row2k\2019_snowflake_regatta.pdf
2019,Wichita Frostbite Regatta,387AB282D2C91832B38DBB24C518FD94,data/raw/row2k\2019_wichita_frostbite_regatta.pdf
2019,Mercer Fall Classic,22CB8CFF34A26336A790616CB299A7C4,data/raw/row2k\2019_mercer_fall_classic.pdf
2019,Cornell Fall Classic,78336FCFC594B7993AE3AE1DDC4813C0,data/raw/row2k\2019_cornell_fall_classic.pdf
2019,"Muskie Chase: Adrian College, University of Dayton, Marietta College, Ohio Wesle",FAE05B3224496D58929FE6366726EFB2,
2019,Head of the Schuylkill - Sunday,658DB84FB5D3AA46E29C3F68981480D2,data/raw/row2k\2019_head_of_the_schuylkill_sunday.pdf
2019,Princeton Chase,8B0013ECDD723B88571CD766CD29550F,data/raw/row2k\2019_princeton_chase.pdf
2019,Head of the Fish - Sunday,AC528E61A3A5D124B9963805644CB2A4,data/raw/row2k\2019_head_of_the_fish_sunday.pdf
2019,Head of the Fish - Saturday,EC4FD21745DB1772703ACD4DF8C9EC7A,data/raw/row2k\2019_head_of_the_fish_saturday.pdf
2019,Wormtown Chase,73244CDC6BC384AB126736B4EC22C6E8,data/raw/row2k\2019_wormtown_chase.pdf
2019,Head of the Colorado - Pumpkinhead,B89E17BD0D640404FA804AA4188AC8E8,data/raw/row2k\2019_head_of_the_colorado_pumpkinhead.pdf
2019,Head of the American,1E21F67E11695FDBA9A78A68169703EF,data/raw/row2k\2019_head_of_the_american.pdf
2019,Head of the Schuylkill - Saturday,B5BADCE267C955D093504146DF7952B0,data/raw/row2k\2019_head_of_the_schuylkill_saturday.pdf
2019,Head Of The Charles,E0D10BB6010DFA7CE5C4A77C3DC7DE72,data/raw/row2k\2019_head_of_the_charles.pdf
2019,Grand Rapids Fall Classic,F78C707AC4F4B20FD652C9FE5A30F260,data/raw/row2k\2019_grand_rapids_fall_classic.pdf
2019,"Gonzaga, Washington State | Head of the Spokane",E5574785B86ACB9154B077E4ED87F9E0,
2019,"Gonzaga, Washington State | Head of the Spokane",76571F6AD2CC3D3E402FD51B75C8FEEC,
2019,Head of the Niagara Wright Regatta,BE39C045E1FAFAB347BE855F77B7C13E,data/raw/row2k\2019_head_of_the_niagara_wright_regatta.pdf
2019,Head of the Port,51CCE597449CCFA8FCD636A650889070,data/raw/row2k\2019_head_of_the_port.pdf
2019,Head of the Onondaga,86E24098688129397C3DCD101678026D,data/raw/row2k\2019_head_of_the_onondaga.pdf
2019,Occoquan Chase,A32A6DE1D8869EA3DBE570F7C3B28A23,data/raw/row2k\2019_occoquan_chase.pdf
2019,American Lake Fall Classic,CF0F98B68E4F056F0D66480996FEC66E,data/raw/row2k\2019_american_lake_fall_classic.pdf
2019,Head of the Quinobequin,7981BFC6B5C1A75009A89C1DD4761386,data/raw/row2k\2019_head_of_the_quinobequin.pdf
2019,Head of the Passaic,64ABBFCA9DB12686B1F25E3C3BDBC42C,data/raw/row2k\2019_head_of_the_passaic.pdf
2019,Head of the James,4FFBFF602B16565041A2FC90794EB65A,data/raw/row2k\2019_head_of_the_james.pdf
2019,Tampa Fall Classic,295C1B9A62452809489C6FB8E2EEF906,data/raw/row2k\2019_tampa_fall_classic.pdf
2019,Head of the Housatonic,6CFF0EDF89FCE39746A12A9B2CB95C56,data/raw/row2k\2019_head_of_the_housatonic.pdf
2019,Head of the Estuary,B49F654E1D5F074066D2FC12D1C8C8E4,data/raw/row2k\2019_head_of_the_estuary.pdf
2019,Tail of the Fox - Wisconsin,F75197D61EDE20B73DA41C9D3535F841,data/raw/row2k\2019_tail_of_the_fox_wisconsin.pdf
2019,Head of The Christina,91E5A1FA916ACA83101B990658A0CF9C,data/raw/row2k\2019_head_of_the_christina.pdf
2019,Head of the Riverfront,CA9E32FA56D2173200F479B2D80CCB61,data/raw/row2k\2019_head_of_the_riverfront.pdf
2019,Head of the Ohio - Sunday,7CC6BE24EDD618765F14FF1F03E156AE,data/raw/row2k\2019_head_of_the_ohio_sunday.pdf
2019,Textile River Regatta,110E19CF0F9EC081FD04D13CADAE7ECE,data/raw/row2k\2019_textile_river_regatta.pdf
2019,Tail of the Lake,5E72D9D33BA5B1F957D958455BB7AB95,data/raw/row2k\2019_tail_of_the_lake.pdf
2019,Occoquan Challenge,0802394E2D9CE6B01BC005C4AE454EA8,data/raw/row2k\2019_occoquan_challenge.pdf
2019,Mohawk Fall Classic Regatta,40085593F75DCAF41D4F49A0636F8DA2,data/raw/row2k\2019_mohawk_fall_classic_regatta.pdf
2019,Head of the Oklahoma - Sunday,430766B9C2F0AD9F55ACE2FFD99A9FA8,data/raw/row2k\2019_head_of_the_oklahoma_sunday.pdf
2019,Tail Of The Housatonic: Fairfield University; Sacred Heart University; Mount Hol,15161E7869767A1428D2B08556010D1D,
2019,Head of the Ohio - Saturday,2E4C85C5E682BF5153DE4A156CA5E655,data/raw/row2k\2019_head_of_the_ohio_saturday.pdf
2019,Head of the Oklahoma - Saturday,21FAEFE0726FDC552D4288693E568071,data/raw/row2k\2019_head_of_the_oklahoma_saturday.pdf
2019,Head of the Mississippi,E2714EE3A114028071448655B9D91D0F,data/raw/row2k\2019_head_of_the_mississippi.pdf
2019,Kings Head XXXIII Regatta on the Schuylkill,CA50BA9C304EEF08B0B23C591358FE6C,data/raw/row2k\2019_kings_head_xxxiii_regatta_on_the_schuylk.pdf
2019,Head of the Dog,6C623868B48AF28458D6331E7B8AFCAD,data/raw/row2k\2019_head_of_the_dog.pdf
2019,Head of the Rideau,9266BF6C23B60BF5AB2BF2A7827BDF19,data/raw/row2k\2019_head_of_the_rideau.pdf
2019,Head of the Headless Oarsman,BB6A3641A4D88C233106D2176FD0FFFD,data/raw/row2k\2019_head_of_the_headless_oarsman.pdf
2019,Head of the Des Moines,CD2702407B2B5F563C13ABAE893E2E5A,data/raw/row2k\2019_head_of_the_des_moines.pdf
2019,Head of the Merrimack,14EDC540AD30EA3B685C7DB452DE91CF,data/raw/row2k\2019_head_of_the_merrimack.pdf
2019,Tail of the Fish,4A6F4B6864E0FBE28FD524B9B24FE44F,data/raw/row2k\2019_tail_of_the_fish.pdf
2019,Head of the Welland Five Bridges Fall Classic,4CEF946C4390246DE70E1F9E236C43EA,data/raw/row2k\2019_head_of_the_welland_five_bridges_fall_cl.pdf
2019,Head of the Corsica,E6EAC3A386D6902EAAE74B56016E5F25,data/raw/row2k\2019_head_of_the_corsica.pdf
2019,Scullers Head of the Potomac,FB2A3E65816391321EE813CEA5A921D7,data/raw/row2k\2019_scullers_head_of_the_potomac.pdf
2019,Head of the Hudson,BC9969001296707F83339F5402846C83,data/raw/row2k\2019_head_of_the_hudson.pdf
2019,Head of the Cuyahoga,C619DAC38FB0CCB4D1B4922CC5E92200,data/raw/row2k\2019_head_of_the_cuyahoga.pdf
2019,CRI Fall Classic,62D9438D8A0B1D64B1A026D37EBEDE20,data/raw/row2k\2019_cri_fall_classic.pdf
2019,Tail of the Passaic,654D49C985FE0D3AB8B12CB12F759568,data/raw/row2k\2019_tail_of_the_passaic.pdf
2019,Head of the Androscoggin,3E94156BE40D1ACF3BD6515B2A7FD645,data/raw/row2k\2019_head_of_the_androscoggin.pdf
2019,Muskoka Fall Classic,C595C776BB6664917BDC0F1E873548B9,data/raw/row2k\2019_muskoka_fall_classic.pdf
2019,"Noxontown Regatta # 4 - Boys: St. Andrew's, Bethesda-Chevy Chase, Kent, Montclai",64BF632B2B18DDC1B9C17C82B5CE05CA,
2019,Bethesda-Chevy Chase (BCC) vs. Georgetown Visitation (Girls),582F713CA9860A8036E06774AE5CFCA6,
2019,Occoquan Sprints,1B4C051B16ED8A5C59795FB7BF03A866,data/raw/row2k\2019_occoquan_sprints.pdf
2020,Head of the Red,B3052704A626CD9A9C085EB90BB58A94,data/raw/row2k\2020_head_of_the_red.pdf
2020,Head of the Port,8C8985201128D04CD6B0A1AB472250F8,data/raw/row2k\2020_head_of_the_port.pdf
2020,Head of the Fish,2652F68159E4D6F882F9AE675BCBD4FD,data/raw/row2k\2020_head_of_the_fish.pdf
2020,Head of the Ponds,0CE4F75DC968EC14E3AFF94F38B9F801,data/raw/row2k\2020_head_of_the_ponds.pdf
2021,Schuylkill Navy Run Turkey Trot,2EB56E59903D7D2908745772D4D2F15D,data/raw/row2k\2021_schuylkill_navy_run_turkey_trot.pdf
2021,Newport Chase,83E3EF704F0DB1CBA35A8F555AD765C8,data/raw/row2k\2021_newport_chase.pdf
2021,Foot of the Charles,974A09AED85C5A0D43B524E6312555CE,data/raw/row2k\2021_foot_of_the_charles.pdf
2021,Head of the South,960C3FD6D4B8D2BBC29FF5552AA55EA8,data/raw/row2k\2021_head_of_the_south.pdf
2021,Head of the Lagoon - Collegiate & Masters,0824C1B00174D7700A85D7AE2E81DE08,data/raw/row2k\2021_head_of_the_lagoon_collegiate_masters.pdf
2021,Philadelphia Frostbite Regatta,AEF52F5E83D0319DE8EB64F61FD951B9,data/raw/row2k\2021_philadelphia_frostbite_regatta.pdf
2021,Mercer Fall Classic,329D55339ED38221D3BD7DC4E47BBE2F,data/raw/row2k\2021_mercer_fall_classic.pdf
2021,Head of the Lake,309215304C18A2919B63C73CE067759D,data/raw/row2k\2021_head_of_the_lake.pdf
2021,Head of the Hooch - Sunday,D84079EDBF203E28B7D0424515A02163,data/raw/row2k\2021_head_of_the_hooch_sunday.pdf
2021,Head of the Occoquan - Sunday,CF81388B992F6F846F250EEFCFA43A2C,data/raw/row2k\2021_head_of_the_occoquan_sunday.pdf
2021,Head of the Marina,F085DA40DA9BDE9D35026B1141962114,data/raw/row2k\2021_head_of_the_marina.pdf
2021,Princeton Chase,A659F072B60F1E627E9345FF32A8CD56,data/raw/row2k\2021_princeton_chase.pdf
2021,Hidden River Chase,E00E9E1F5EA1ACD030BBEF84300FBB4C,data/raw/row2k\2021_hidden_river_chase.pdf
2021,Head of the Occoquan - Saturday,A961E602AF7903150A3D509677EF6C2B,data/raw/row2k\2021_head_of_the_occoquan_saturday.pdf
2021,Head of the Hooch - Saturday,95850A0524E6D25038A2237B17B46DA8,data/raw/row2k\2021_head_of_the_hooch_saturday.pdf
2021,Head of the Fish - All Results,36188439CF6E338453FB98721A2968D8,data/raw/row2k\2021_head_of_the_fish_all_results.pdf
2021,Head of the Schuylkill - Sunday,8C3E4DA4C90C062C3506EF3F2C2B790A,data/raw/row2k\2021_head_of_the_schuylkill_sunday.pdf
2021,Wormtown Chase,1C008481D87CC2A24338E708776090F9,data/raw/row2k\2021_wormtown_chase.pdf
2021,Head of the Bull Trout,7C32CB1BF60A5984A81978D6AD0B014C,data/raw/row2k\2021_head_of_the_bull_trout.pdf
2021,Head of the Schuylkill - Saturday,1DA9FC6292DAD09509F42FB020BC3080,
2021,Head of the Colorado,E3F3ABEE750DB51C34BC40E8A5B11C4F,
2021,The Occoquan Challenge,FD47F29092BA7CA35758A4474FD37F6C,data/raw/row2k\2021_the_occoquan_challenge.pdf
2021,Head of the Spokane,3947ED47D0B2F96AB12EEE7170F48213,
2021,The Iowa Chase,E3568472506B8E147C6BCFB73C22823C,data/raw/row2k\2021_the_iowa_chase.pdf
2021,Head of the Niagara Wright Regatta,5823DFD071007E9EB4A1415815DF50AB,data/raw/row2k\2021_head_of_the_niagara_wright_regatta.pdf
2021,Occoquan Chase,EA8B94A566633BEA4DB81BC5A4FD7585,data/raw/row2k\2021_occoquan_chase.pdf
2021,Head of the Grand,987C546C6803078F2EB580E8EA71F509,data/raw/row2k\2021_head_of_the_grand.pdf
2021,Head of the Muskingum 2021,C77068B2D4B28F3B74B7CA4891593C00,data/raw/row2k\2021_head_of_the_muskingum_2021.pdf
2021,Head of the Chickahominy,C9F88762C55A51948D8F0ED86E17D955,data/raw/row2k\2021_head_of_the_chickahominy.pdf
2021,Head of the Snake,4532BBB98588C709F3D24F1075EF8BFD,data/raw/row2k\2021_head_of_the_snake.pdf
2021,"Ocean City Chase Race: Ocean City, St. Augustine Prep, Haddonfield & Mainland Gi",FD9EE59DD47A3C415EC13DB364B424BE,
2021,Head of the Port,5266FC7C56B13355A31C54C1B2C1CCB9,data/raw/row2k\2021_head_of_the_port.pdf
2021,Head of the Chester Chase,F3E554E0E8C52E3E08D0D3E09190C153,data/raw/row2k\2021_head_of_the_chester_chase.pdf
2021,Hoover - Columbus Fall Classic,615B145FCB9A9AD1264E76A2C46F5D0E,data/raw/row2k\2021_hoover_columbus_fall_classic.pdf
2021,Head of the Housatonic,1102AC10228B96888172FCC3041C0CB8,data/raw/row2k\2021_head_of_the_housatonic.pdf
2021,Head of the Estuary,AE910212B651D08FC6549E32057DEE0D,data/raw/row2k\2021_head_of_the_estuary.pdf
2021,Head of the Oklahoma - Sunday,1567E6803BF8A7D426752D989A6BFD0F,data/raw/row2k\2021_head_of_the_oklahoma_sunday.pdf
2021,Head of the Riverfront,B4778A478CB2C1C511962DE558A79F6B,data/raw/row2k\2021_head_of_the_riverfront.pdf
2021,Christina Challenge,179BA9DCE4040079B22A7C76A51DBC3F,data/raw/row2k\2021_christina_challenge.pdf
2021,Tail of the Lake,4A8972EA7481A3412D1CFB33976E0B9C,data/raw/row2k\2021_tail_of_the_lake.pdf
2021,Head of the Ohio - Sunday,4C02C11C8E5447C5958401DD9679F017,data/raw/row2k\2021_head_of_the_ohio_sunday.pdf
2021,Textile River Regatta,B4D9584745193CBA010D651A0AAEE6A5,data/raw/row2k\2021_textile_river_regatta.pdf
2021,Head of the Oklahoma - Saturday,8AA656B37FC8034FA41AF99B23F498BA,data/raw/row2k\2021_head_of_the_oklahoma_saturday.pdf
2021,Head of the Ohio - Saturday,739C40A4C1F9AACD8D26BF67729DEF67,data/raw/row2k\2021_head_of_the_ohio_saturday.pdf
2021,Head of the Mississippi,873E6615D578048415E3C5C2413364AD,data/raw/row2k\2021_head_of_the_mississippi.pdf
2021,Scullers Head of the Potomac,3B15AE4165FBEBEAACC11C46D4300BDE,data/raw/row2k\2021_scullers_head_of_the_potomac.pdf
2021,"NEIRA Boys & Girls Eights, GUARDIAN CHASE REGATTA Glastonbury, Farmington, Avon",DD201054917F7AB545FD1A89EBF24B1C,
2021,Jack Nicholson Head of the Martindale,46E37891454A80A561A2B685D6C31C23,data/raw/row2k\2021_jack_nicholson_head_of_the_martindale.pdf
2021,Head of the Hudson,DAE9595E1BB606EB3BEC1198C946E721,data/raw/row2k\2021_head_of_the_hudson.pdf
2021,Head of the Cuyahoga,EDCD0112896F3024C53A62AB2A0C4CDA,data/raw/row2k\2021_head_of_the_cuyahoga.pdf
2021,CRI Fall Classic,EDF27B89F3C8967A0FBDE4CA2CCB3B9E,data/raw/row2k\2021_cri_fall_classic.pdf
2021,Head of the Ponds,0CCF5F1EB3DCFAA1C5447B9B77493532,data/raw/row2k\2021_head_of_the_ponds.pdf
2021,Schuylkill Navy Regatta,913A1395CEE5CDDD93E5931269419A85,data/raw/row2k\2021_schuylkill_navy_regatta.pdf
2021,"MD & DE Invitational - St. Andrew's School, Whitman, Bethesda-Chevy Chase, Walte",5FEBAB6231B889748730C083B214C623,
2021,"MD & DE Invitational (Boys): Bethesda-Chevy Chase, DeMatha, St. Andrew's, Walter",81D22E3DCBA6811CD57AE87F6086EB9A,
2021,Occoquan Duals AM 1: Syracuse vs. Navy Heavyweights,4D11494B1EDCC26E2A51222961800A55,
2021,"Occoquan Duals AM2: GW, Navy Lightweights, & Jacksonville",6EED9C9374FE042DBD3490CDA890CCCB,
2021,Occoquan Duals PM1: GW vs. Syracuse,BA98815AAE4D6C0F9192CC1B2DA67D63,
2021,Occoquan Duals PM2: Navy vs. Jacksonville,40DBF2E2404431474AC5C98589E5AC34,
2021,"High School: Bethesda-Chevy Chase HS, TBC Racing, and the Woodrow Wilson HS Boy",0981C4CA371BA10B5747B3B0EE89212A,
2021,"Bethesda- Chevy Chase HS, Woodrow Wilson High School, TBC Racing",D001C1C2269BEA0AF62963946DF0F33B,
2021,"St. Andrew's Regatta: St. Andrew's (DE), Bethesda-Chevy Chase, Lawrenceville",4A8588E287A26267E253CEC7CF5562B0,
2022,Head of the Harbor,AAF32BCF7FF418B5E02F72066387643A,data/raw/row2k\2022_head_of_the_harbor.pdf
2022,Philadelphia Frostbite Regatta,6DF0F45B7D37F5B18B00D24C06975C37,data/raw/row2k\2022_philadelphia_frostbite_regatta.pdf
2022,Foot of the Charles - Men's Racing,A40D61DA68461A73A77A5FBED9FD428E,data/raw/row2k\2022_foot_of_the_charles_men_s_racing.pdf
2022,Foot of the Charles - Women's Racing,CCFF743B5B4BD04283D71D056FB4F24E,data/raw/row2k\2022_foot_of_the_charles_women_s_racing.pdf
2022,Head of the Marina,F6CE785490347F04279C4372B9F17100,data/raw/row2k\2022_head_of_the_marina.pdf
2022,Head of the Hooch - Sunday,37D6F03AFAE757666B041B3657C3DD32,data/raw/row2k\2022_head_of_the_hooch_sunday.pdf
2022,Princeton Chase,C9589CFED3D1C55CCD5E0554C442313A,data/raw/row2k\2022_princeton_chase.pdf
2022,Hidden River Chase,1BA60531652C43DAEA6746B90328BC0A,data/raw/row2k\2022_hidden_river_chase.pdf
2022,Head of the Occoquan - Sunday,27192D76504C94D0D4371B7B1CB316A1,data/raw/row2k\2022_head_of_the_occoquan_sunday.pdf
2022,Mercer Fall Classic,402FBCBE01D1748F65F18E81FC2A9589,data/raw/row2k\2022_mercer_fall_classic.pdf
2022,Head of the Hooch - Saturday,A163DCED7EAAB00B7D1D0FD8EF2570A9,data/raw/row2k\2022_head_of_the_hooch_saturday.pdf
2022,Head of the Occoquan - Saturday,D88004F2D29B4A6BF900D97669BD44A6,data/raw/row2k\2022_head_of_the_occoquan_saturday.pdf
2022,Head of the Fish - Sunday,317FCFFB94244DF66C67B2670C606151,data/raw/row2k\2022_head_of_the_fish_sunday.pdf
2022,Head of the Schuylkill - Sunday,EF60D6A43D0A303DF528EFAAAF6BABA6,data/raw/row2k\2022_head_of_the_schuylkill_sunday.pdf
2022,Head of the Black Warrior River,28DB9F7BCFE0119FE0C0F043AAB88034,data/raw/row2k\2022_head_of_the_black_warrior_river.pdf
2022,Head of the Schuylkill - Saturday,64E56400E2D1835E1E1466F694A0B03C,data/raw/row2k\2022_head_of_the_schuylkill_saturday.pdf
2022,Head Of The Fish - Saturday,8D4BDB02122E400FDD67759C07E6679B,data/raw/row2k\2022_head_of_the_fish_saturday.pdf
2022,Head of the Bull Trout,7DDC8D639121F752716826ED00AC58A9,data/raw/row2k\2022_head_of_the_bull_trout.pdf
2022,Head of the American,0FE8A201C37C1B0DD28253EC8DE93A60,data/raw/row2k\2022_head_of_the_american.pdf
2022,Head of the Niagara & Wright Regatta,A23B2216A173EB08D26EEA5881107EC0,data/raw/row2k\2022_head_of_the_niagara_wright_regatta.pdf
2022,Occoquan Chase,E2890E7D66493FCA7199559715643252,data/raw/row2k\2022_occoquan_chase.pdf
2022,Head of the Chickahominy,3213E961F81D2B0639E835A738CF6E6B,data/raw/row2k\2022_head_of_the_chickahominy.pdf
2022,Head of the Snohomish,709B958C410DF7824B8AA46695449E70,data/raw/row2k\2022_head_of_the_snohomish.pdf
2022,Head of the Quinobequin,183EB6B8FD2D6874B4763994FE770564,data/raw/row2k\2022_head_of_the_quinobequin.pdf
2022,Overpeck Fall Classic,EC8FC9A7C6B8B1B430C5DCD8A4CB068F,data/raw/row2k\2022_overpeck_fall_classic.pdf
2022,Head of the Muskingum,66EA6693BD3E6C71561AA15DFEB4996F,data/raw/row2k\2022_head_of_the_muskingum.pdf
2022,Head of the Buffalo,8F5DDB8EBA96DDE8AF9652C2C2F40966,data/raw/row2k\2022_head_of_the_buffalo.pdf
2022,Head of the Kevin 3,E499BE95975ADEC801B02A53D2025817,data/raw/row2k\2022_head_of_the_kevin_3.pdf
2022,Head of the Spokane,071BDC967CE4A7C71B4A78B306A3581A,data/raw/row2k\2022_head_of_the_spokane.pdf
2022,Head of the Port,91C01C30E658FBDE981275CE627A1468,data/raw/row2k\2022_head_of_the_port.pdf
2022,American Lake Fall Classic,1000462B079DDDC8FEF5CEB20107FABA,data/raw/row2k\2022_american_lake_fall_classic.pdf
2022,Head of the Passaic,F8A8970BFCDF119F288C726EF400190C,data/raw/row2k\2022_head_of_the_passaic.pdf
2022,Occoquan Challenge,54E4E1D6B94D932D100835B58B4D408E,data/raw/row2k\2022_occoquan_challenge.pdf
2022,Head of the James,0F1EAEC294A01E52B1476264B9CC8D8C,data/raw/row2k\2022_head_of_the_james.pdf
2022,Head of the Housatonic,F53A11A40EE1B70CBBDEC8FEC2EC14C0,data/raw/row2k\2022_head_of_the_housatonic.pdf
2022,Hoover Fall Classic,4337B1DEFCF552BF7F841D879F2DBB00,data/raw/row2k\2022_hoover_fall_classic.pdf
2022,Head of the North,F337163AA974A37FB05696F7F63AC5AB,data/raw/row2k\2022_head_of_the_north.pdf
2022,Head of the Genesee,BEE0E9B9F3E05BA23FE6A97BFEE22EBD,data/raw/row2k\2022_head_of_the_genesee.pdf
2022,Head of the Estuary,3132813A65454CCF1E27871CCC4678EC,data/raw/row2k\2022_head_of_the_estuary.pdf
2022,Head of the Potomac,39223FCDE1D7E7B6CC2BA98D4C320E30,data/raw/row2k\2022_head_of_the_potomac.pdf
2022,Tail of the Lake,0F6E229C72DC54DA088493225809EA63,data/raw/row2k\2022_tail_of_the_lake.pdf
2022,Textile River Regatta,255A92EA5CAA106B4E7F564F0C6D9983,data/raw/row2k\2022_textile_river_regatta.pdf
2022,Head of The Christina,D30B080C749041AF1FCC3D066318FDE1,data/raw/row2k\2022_head_of_the_christina.pdf
2022,Head Of the Oklahoma - Sunday,A3B959DB2D12F21821EEC52E1B5C6761,data/raw/row2k\2022_head_of_the_oklahoma_sunday.pdf
2022,Head of the Ohio - Sunday,C6648AD6B56DE64F83E68C795D4D88B0,data/raw/row2k\2022_head_of_the_ohio_sunday.pdf
2022,Mohawk Fall Classic Regatta,7743910A50CFFFD15CC508BA0C75B4FC,data/raw/row2k\2022_mohawk_fall_classic_regatta.pdf
2022,Head of the Riverfront,0193AD2605B445935EC4DFCA4E7E96AC,data/raw/row2k\2022_head_of_the_riverfront.pdf
2022,Head of the Ohio - Saturday,863157DE86A8D469BF089BEA47C8F2B7,data/raw/row2k\2022_head_of_the_ohio_saturday.pdf
2022,Head Of the Oklahoma - Saturday,D681004BA823ADA61865900052F46480,data/raw/row2k\2022_head_of_the_oklahoma_saturday.pdf
2022,Head of the Hudson,DB7CA77BFCB42F17AEA7533461404796,data/raw/row2k\2022_head_of_the_hudson.pdf
2022,Head of the Nicomekl,3EE478CC56949CFAF1A09BC95B7A574B,data/raw/row2k\2022_head_of_the_nicomekl.pdf
2022,Head of the Saskatchewan,F8CC917D26CD102A2F1B35D2E16F10B8,data/raw/row2k\2022_head_of_the_saskatchewan.pdf
2022,Head of the Cuyahoga,824CA25B7320E6F9881CC1ED5DB69709,data/raw/row2k\2022_head_of_the_cuyahoga.pdf
2022,CRI Fall Classic,A2CB8357B865154DE9E19F5B4BE90835,data/raw/row2k\2022_cri_fall_classic.pdf
2022,Schuylkill Navy Regatta,9DBA1949B1AABDDDC2C5123F7147AAD8,data/raw/row2k\2022_schuylkill_navy_regatta.pdf
2022,Collegiate Charles River Racing,AA3CE51F51AB4D7B63F090335513890A,data/raw/row2k\2022_collegiate_charles_river_racing.pdf
2022,Occoquan Collegiate Invitational (AM Racing),5E20EED551B49D429747D41FAAA716A5,
