lon,lat,depth_m
-71.111159,42.352242,1.829
-71.111304,42.352256,1.829
-71.112312,42.352246,1.829
-71.112543,42.352286,1.829
-71.112761,42.352355,1.829
-71.113395,42.352436,1.829
-71.114279,42.352792,1.829
-71.115469,42.353491,1.829
-71.115754,42.353615,1.829
-71.116045,42.353822,1.829
-71.116710,42.354209,1.829
-71.117241,42.354642,1.829
-71.117494,42.355001,1.829
-71.117687,42.355469,1.829
-71.117672,42.355667,1.829
-71.117425,42.355803,1.829
-71.117448,42.355952,1.829
-71.117788,42.356010,1.829
-71.116378,42.357801,1.829
-71.116419,42.357459,1.829
-71.116543,42.356712,1.829
-71.116484,42.356460,1.829
-71.116243,42.355857,1.829
-71.115606,42.354902,1.829
-71.115141,42.354530,1.829
-71.114085,42.353885,1.829
-71.113551,42.353643,1.829
-71.113211,42.353494,1.829
-71.112361,42.353297,1.829
-71.111486,42.353165,1.829
-71.111001,42.353084,1.829
-71.127033,42.373285,1.829
-71.126920,42.373195,1.829
-71.126325,42.372799,1.829
-71.125584,42.372160,1.829
-71.125041,42.371539,1.829
-71.124563,42.370774,1.829
-71.124202,42.370017,1.829
-71.123988,42.369702,1.829
-71.123531,42.369410,1.829
-71.123009,42.369111,1.829
-71.122341,42.369068,1.829
-71.121758,42.369148,1.829
-71.121592,42.369090,1.829
-71.121345,42.369032,1.829
-71.120993,42.369064,1.829
-71.120882,42.369108,1.829
-71.120987,42.369243,1.829
-71.120495,42.369359,1.829
-71.119828,42.369348,1.829
-71.119439,42.369244,1.829
-71.118626,42.369063,1.829
-71.118128,42.368750,1.829
-71.117604,42.368550,1.829
-71.117438,42.368334,1.829
-71.116926,42.367699,1.829
-71.116635,42.367218,1.829
-71.116363,42.366542,1.829
-71.116297,42.365336,1.829
-71.116396,42.364238,1.829
-71.116347,42.363743,1.829
-71.116353,42.363113,1.829
-71.116276,42.361699,1.829
-71.116356,42.361276,1.829
-71.116246,42.361069,1.829
-71.116174,42.360592,1.829
-71.116110,42.358926,1.829
-71.116251,42.358332,1.829
-71.127192,42.373402,1.829
-71.127100,42.373353,1.829
-71.129905,42.374253,1.829
-71.129771,42.374239,1.829
-71.129553,42.374209,1.829
-71.129419,42.374208,1.829
-71.129201,42.374172,1.829
-71.129104,42.374165,1.829
-71.128964,42.374132,1.829
-71.128424,42.373985,1.829
-71.127848,42.373753,1.829
-71.127282,42.373453,1.829
-71.130075,42.374275,1.829
-71.130038,42.374269,1.829
-71.130014,42.374265,1.829
-71.156312,42.359760,1.829
-71.156846,42.359835,1.829
-71.157672,42.359884,1.829
-71.158777,42.359865,1.829
-71.159481,42.359755,1.829
-71.160185,42.359474,1.829
-71.160787,42.359133,1.829
-71.161060,42.359025,1.829
-71.161462,42.358755,1.829
-71.162091,42.358445,1.829
-71.163123,42.358337,1.829
-71.163706,42.358428,1.829
-71.164191,42.358647,1.829
-71.164717,42.358998,1.829
-71.165309,42.359442,1.829
-71.166086,42.359842,1.829
-71.166249,42.359908,1.829
-71.166207,42.359945,1.829
-71.165734,42.359926,1.829
-71.165068,42.359629,1.829
-71.164362,42.359092,1.829
-71.163670,42.358796,1.829
-71.162893,42.358700,1.829
-71.161879,42.358944,1.829
-71.161356,42.359286,1.829
-71.160719,42.359629,1.829
-71.159694,42.360079,1.829
-71.159214,42.360185,1.829
-71.158182,42.360260,1.829
-71.157538,42.360260,1.829
-71.156033,42.360108,1.829
-71.155037,42.360157,1.829
-71.154066,42.360315,1.829
-71.153580,42.360413,1.829
-71.152573,42.360757,1.829
-71.151529,42.361029,1.829
-71.150059,42.361180,1.829
-71.149380,42.361195,1.829
-71.148566,42.361273,1.829
-71.147917,42.361483,1.829
-71.147508,42.361735,1.829
-71.146878,42.362228,1.829
-71.146235,42.362780,1.829
-71.145682,42.363572,1.829
-71.145218,42.364382,1.829
-71.145056,42.364688,1.829
-71.144511,42.365127,1.829
-71.143843,42.365331,1.829
-71.143017,42.365329,1.829
-71.141913,42.365041,1.829
-71.141026,42.364795,1.829
-71.140395,42.364640,1.829
-71.139691,42.364679,1.829
-71.139130,42.364904,1.829
-71.138088,42.365717,1.829
-71.137354,42.366416,1.829
-71.136838,42.366915,1.829
-71.136145,42.367299,1.829
-71.135162,42.367734,1.829
-71.134288,42.368029,1.829
-71.132891,42.368820,1.829
-71.132406,42.369243,1.829
-71.132088,42.370035,1.829
-71.132272,42.370747,1.829
-71.132831,42.371425,1.829
-71.133196,42.371692,1.829
-71.133348,42.371836,1.829
-71.133431,42.372214,1.829
-71.133443,42.372691,1.829
-71.133206,42.373087,1.829
-71.132540,42.373693,1.829
-71.132054,42.373949,1.829
-71.131544,42.374121,1.829
-71.131277,42.374171,1.829
-71.131155,42.374207,1.829
-71.131083,42.374205,1.829
-71.130864,42.374234,1.829
-71.130393,42.374222,1.829
-71.130111,42.374278,1.829
-71.111438,42.352184,0.914
-71.111470,42.352175,0.914
-71.111479,42.352184,0.914
-71.111511,42.352176,0.914
-71.116042,42.360340,0.914
-71.116056,42.360538,0.914
-71.116053,42.360511,0.914
-71.116071,42.360637,0.914
-71.116070,42.360610,0.914
-71.116067,42.360583,0.914
-71.116222,42.366628,0.914
-71.116222,42.366610,0.914
-71.116241,42.366678,0.914
-71.116234,42.366651,0.914
-71.116253,42.366723,0.914
-71.116246,42.366698,0.914
-71.116264,42.366777,0.914
-71.116173,42.361639,0.914
-71.116298,42.361267,0.914
-71.116114,42.361006,0.914
-71.116301,42.364238,0.914
-71.115994,42.359701,0.914
-71.115980,42.358818,0.914
-71.115984,42.358575,0.914
-71.116170,42.358134,0.914
-71.110739,42.353073,0.914
-71.110758,42.353076,0.914
-71.110977,42.353137,0.914
-71.111499,42.353294,0.914
-71.111147,42.353160,0.914
-71.111669,42.353357,0.914
-71.111644,42.353353,0.914
-71.111629,42.353345,0.914
-71.116223,42.357702,0.914
-71.116280,42.357360,0.914
-71.116325,42.356919,0.914
-71.116158,42.356442,0.914
-71.115829,42.355487,0.914
-71.115296,42.354902,0.914
-71.114437,42.354314,0.914
-71.113708,42.353937,0.914
-71.113259,42.353828,0.914
-71.112616,42.353587,0.914
-71.112094,42.353475,0.914
-71.111729,42.353369,0.914
-71.117174,42.359485,0.914
-71.117241,42.359166,0.914
-71.117254,42.359124,0.914
-71.117266,42.359087,0.914
-71.117314,42.361358,0.914
-71.117311,42.360835,0.914
-71.117279,42.360439,0.914
-71.117373,42.361645,0.914
-71.117370,42.361618,0.914
-71.117386,42.361708,0.914
-71.117379,42.361681,0.914
-71.117483,42.362230,0.914
-71.111729,42.352173,0.914
-71.112264,42.352171,0.914
-71.112519,42.352194,0.914
-71.113041,42.352271,0.914
-71.114170,42.352666,0.914
-71.115390,42.353354,0.914
-71.115918,42.353678,0.914
-71.116636,42.354065,0.914
-71.117319,42.354560,0.914
-71.117712,42.355055,0.914
-71.117934,42.355694,0.914
-71.117972,42.355866,0.914
-71.117278,42.359043,0.914
-71.117983,42.356046,0.914
-71.117955,42.356433,0.914
-71.117986,42.356730,0.914
-71.117727,42.357831,0.914
-71.117470,42.358476,0.914
-71.120143,42.369459,0.914
-71.116307,42.366900,0.914
-71.116586,42.367416,0.914
-71.117041,42.368046,0.914
-71.118079,42.368921,0.914
-71.118541,42.369162,0.914
-71.119123,42.369343,0.914
-71.119609,42.369413,0.914
-71.119973,42.369459,0.914
-71.117433,42.364103,0.914
-71.117460,42.363867,0.914
-71.117456,42.363887,0.914
-71.117509,42.362385,0.914
-71.117480,42.362653,0.914
-71.117534,42.363185,0.914
-71.117475,42.363662,0.914
-71.117416,42.364985,0.914
-71.117391,42.365561,0.914
-71.117575,42.366858,0.914
-71.117944,42.367668,0.914
-71.118237,42.368005,0.914
-71.118735,42.368247,0.914
-71.119475,42.368337,0.914
-71.119645,42.368337,0.914
-71.120265,42.368245,0.914
-71.120386,42.368258,0.914
-71.120726,42.368228,0.914
-71.121078,42.368156,0.914
-71.121272,42.368138,0.914
-71.121406,42.368142,0.914
-71.121651,42.368100,0.914
-71.122096,42.368172,0.914
-71.122122,42.368176,0.914
-71.121782,42.368125,0.914
-71.121904,42.368138,0.914
-71.120853,42.369396,0.914
-71.122803,42.369144,0.914
-71.122669,42.369140,0.914
-71.122110,42.369209,0.914
-71.121564,42.369327,0.914
-71.121406,42.369339,0.914
-71.121127,42.369365,0.914
-71.120957,42.369373,0.914
-71.125475,42.372160,0.914
-71.124821,42.371431,0.914
-71.124454,42.370792,0.914
-71.124223,42.370225,0.914
-71.123470,42.369468,0.914
-71.122863,42.369148,0.914
-71.125789,42.372448,0.914
-71.125771,42.372430,0.914
-71.125874,42.372520,0.914
-71.125853,42.372502,0.914
-71.126129,42.372727,0.914
-71.126105,42.372709,0.914
-71.126302,42.372853,0.914
-71.126287,42.372843,0.914
-71.126875,42.373231,0.914
-71.126939,42.373276,0.914
-71.130540,42.374285,0.914
-71.130573,42.374281,0.914
-71.132394,42.371746,0.914
-71.131812,42.371206,0.914
-71.131340,42.370432,0.914
-71.131165,42.369963,0.914
-71.132504,42.371917,0.914
-71.122402,42.368212,0.914
-71.122754,42.368355,0.914
-71.123133,42.368496,0.914
-71.123482,42.368741,0.914
-71.124089,42.368818,0.914
-71.124858,42.369117,0.914
-71.125462,42.369756,0.914
-71.125777,42.370208,0.914
-71.126136,42.371098,0.914
-71.126243,42.371593,0.914
-71.126821,42.372345,0.914
-71.127477,42.372877,0.914
-71.128144,42.373291,0.914
-71.129213,42.373645,0.914
-71.130330,42.373704,0.914
-71.131423,42.373542,0.914
-71.132102,42.373256,0.914
-71.132552,42.372920,0.914
-71.132708,42.372664,0.914
-71.132675,42.372214,0.914
-71.131182,42.369792,0.914
-71.131334,42.369279,0.914
-71.131769,42.368874,0.914
-71.132540,42.368255,0.914
-71.133535,42.367709,0.914
-71.134336,42.367377,0.914
-71.135016,42.367126,0.914
-71.135417,42.366939,0.914
-71.135903,42.366804,0.914
-71.136801,42.366187,0.914
-71.137544,42.365426,0.914
-71.138125,42.364945,0.914
-71.138437,42.364706,0.914
-71.138962,42.364430,0.914
-71.139411,42.364250,0.914
-71.139873,42.364162,0.914
-71.141123,42.364262,0.914
-71.141776,42.364472,0.914
-71.142848,42.364778,0.914
-71.143418,42.364813,0.914
-71.143964,42.364684,0.914
-71.144524,42.364310,0.914
-71.144832,42.363950,0.914
-71.145312,42.363025,0.914
-71.145312,42.363005,0.914
-71.145349,42.362963,0.914
-71.145519,42.362716,0.914
-71.145533,42.362698,0.914
-71.145492,42.362761,0.914
-71.145502,42.362743,0.914
-71.145513,42.362725,0.914
-71.145474,42.362788,0.914
-71.145567,42.362666,0.914
-71.145581,42.362653,0.914
-71.145604,42.362629,0.914
-71.145762,42.362464,0.914
-71.146089,42.362200,0.914
-71.146115,42.362194,0.914
-71.146731,42.361789,0.914
-71.146429,42.361988,0.914
-71.146951,42.361627,0.914
-71.147388,42.361323,0.914
-71.147704,42.361097,0.914
-71.146927,42.361637,0.914
-71.147728,42.361091,0.914
-71.147753,42.361071,0.914
-71.141787,42.365075,0.914
-71.141508,42.364976,0.914
-71.140966,42.364868,0.914
-71.140601,42.364753,0.914
-71.139958,42.364727,0.914
-71.139332,42.364958,0.914
-71.138645,42.365426,0.914
-71.138120,42.365849,0.914
-71.137566,42.366442,0.914
-71.137202,42.366775,0.914
-71.136133,42.367433,0.914
-71.135623,42.367679,0.914
-71.134971,42.367857,0.914
-71.133811,42.368352,0.914
-71.132664,42.369189,0.914
-71.132352,42.369648,0.914
-71.132253,42.370225,0.914
-71.132402,42.370657,0.914
-71.132892,42.371335,0.914
-71.133171,42.371519,0.914
-71.133461,42.371917,0.914
-71.141815,42.365082,0.914
-71.141852,42.365093,0.914
-71.141998,42.365126,0.914
-71.142034,42.365133,0.914
-71.142017,42.365129,0.914
-71.142099,42.365147,0.914
-71.142070,42.365141,0.914
-71.142048,42.365138,0.914
-71.142133,42.365156,0.914
-71.142184,42.365174,0.914
-71.142626,42.365300,0.914
-71.142386,42.365220,0.914
-71.142204,42.365177,0.914
-71.142641,42.365301,0.914
-71.142702,42.365323,0.914
-71.142920,42.365373,0.914
-71.142969,42.365383,0.914
-71.147399,42.361933,0.914
-71.147129,42.362122,0.914
-71.146514,42.362662,0.914
-71.146072,42.363266,0.914
-71.145791,42.363716,0.914
-71.145441,42.364265,0.914
-71.145043,42.364814,0.914
-71.144657,42.365125,0.914
-71.144219,42.365297,0.914
-71.143782,42.365404,0.914
-71.143285,42.365407,0.914
-71.143078,42.365401,0.914
-71.147777,42.361629,0.914
-71.147886,42.361555,0.914
-71.147862,42.361573,0.914
-71.147849,42.361582,0.914
-71.148263,42.361401,0.914
-71.148311,42.361385,0.914
-71.148372,42.361369,0.914
-71.148347,42.361380,0.914
-71.132612,42.373710,0.914
-71.132175,42.373947,0.914
-71.133526,42.372061,0.914
-71.133568,42.372547,0.914
-71.133423,42.372925,0.914
-71.132938,42.373429,0.914
-71.149647,42.361243,0.914
-71.149428,42.361246,0.914
-71.148882,42.361311,0.914
-71.149914,42.361256,0.914
-71.150011,42.361245,0.914
-71.150059,42.361246,0.914
-71.150120,42.361234,0.914
-71.150247,42.361222,0.914
-71.150363,42.361219,0.914
-71.150327,42.361217,0.914
-71.150290,42.361220,0.914
-71.157526,42.360327,0.914
-71.157271,42.360307,0.914
-71.156859,42.360253,0.914
-71.156689,42.360237,0.914
-71.156421,42.360202,0.914
-71.156069,42.360168,0.914
-71.155899,42.360164,0.914
-71.155644,42.360165,0.914
-71.155402,42.360168,0.914
-71.154442,42.360326,0.914
-71.153095,42.360711,0.914
-71.152136,42.361001,0.914
-71.151553,42.361089,0.914
-71.151359,42.361121,0.914
-71.151249,42.361132,0.914
-71.150994,42.361172,0.914
-71.150727,42.361184,0.914
-71.150448,42.361206,0.914
-71.157745,42.360312,0.914
-71.158328,42.360317,0.914
-71.157927,42.360301,0.914
-71.158473,42.360309,0.914
-71.158437,42.360313,0.914
-71.166012,42.360979,0.914
-71.166037,42.360924,0.914
-71.166123,42.361105,0.914
-71.169073,42.361090,0.914
-71.168830,42.361195,0.914
-71.168514,42.361233,0.914
-71.168431,42.361312,0.914
-71.168466,42.361490,0.914
-71.167883,42.361590,0.914
-71.167361,42.361643,0.914
-71.166742,42.361606,0.914
-71.166329,42.361366,0.914
-71.166216,42.361249,0.914
-71.166487,42.361400,0.914
-71.166924,42.361534,0.914
-71.167276,42.361499,0.914
-71.168029,42.361280,0.914
-71.168575,42.360992,0.914
-71.168664,42.360943,0.914
-71.169449,42.361079,0.914
-71.169935,42.360917,0.914
-71.169498,42.361048,0.914
-71.168854,42.360881,0.914
-71.169728,42.360599,0.914
-71.169896,42.360691,0.914
-71.177907,42.359701,0.914
-71.177796,42.359692,0.914
-71.177907,42.359701,0.914
-71.183383,42.361429,0.914
-71.183457,42.361789,0.914
-71.183533,42.362133,0.914
-71.183526,42.362113,0.914
-71.183542,42.362167,0.914
-71.183565,42.362257,0.914
-71.159311,42.360247,0.914
-71.159432,42.360227,0.914
-71.159396,42.360231,0.914
-71.174014,42.358809,0.914
-71.174152,42.358890,0.914
-71.174391,42.358737,0.914
-71.174670,42.358773,0.914
-71.175253,42.358798,0.914
-71.175750,42.358917,0.914
-71.176467,42.359117,0.914
-71.177147,42.359190,0.914
-71.177439,42.359250,0.914
-71.176904,42.359324,0.914
-71.176455,42.359405,0.914
-71.175605,42.359343,0.914
-71.175095,42.359304,0.914
-71.174621,42.359287,0.914
-71.173784,42.359243,0.914
-71.172994,42.359285,0.914
-71.172436,42.359276,0.914
-71.172132,42.359220,0.914
-71.171452,42.359252,0.914
-71.170946,42.359359,0.914
-71.170966,42.359440,0.914
-71.170906,42.359589,0.914
-71.170566,42.359630,0.914
-71.169947,42.359692,0.914
-71.169352,42.359763,0.914
-71.168818,42.359896,0.914
-71.167992,42.360072,0.914
-71.167747,42.360142,0.914
-71.167746,42.360232,0.914
-71.167543,42.360282,0.914
-71.166912,42.360261,0.914
-71.166438,42.360229,0.914
-71.166147,42.360231,0.914
-71.165879,42.360394,0.914
-71.165831,42.360625,0.914
-71.165074,42.359791,0.914
-71.164110,42.359061,0.914
-71.163646,42.358870,0.914
-71.162990,42.358809,0.914
-71.162249,42.358918,0.914
-71.161557,42.359304,0.914
-71.160817,42.359677,0.914
-71.160137,42.360001,0.914
-71.159821,42.360113,0.914
-71.159675,42.360167,0.914
-71.159578,42.360186,0.914
-71.156239,42.359645,0.914
-71.156859,42.359710,0.914
-71.157878,42.359782,0.914
-71.158850,42.359752,0.914
-71.159687,42.359579,0.914
-71.160513,42.359195,0.914
-71.161019,42.358953,0.914
-71.161242,42.358768,0.914
-71.161909,42.358343,0.914
-71.162419,42.358225,0.914
-71.163026,42.358160,0.914
-71.163937,42.358306,0.914
-71.164386,42.358492,0.914
-71.164629,42.358577,0.914
-71.164933,42.358782,0.914
-71.165370,42.359084,0.914
-71.165576,42.359169,0.914
-71.165867,42.359391,0.914
-71.166207,42.359502,0.914
-71.166693,42.359645,0.914
-71.167421,42.359564,0.914
-71.167751,42.359503,0.914
-71.168466,42.359399,0.914
-71.169000,42.359331,0.914
-71.169643,42.359283,0.914
-71.170141,42.359189,0.914
-71.170930,42.359110,0.914
-71.171550,42.359019,0.914
-71.171804,42.358980,0.914
-71.172181,42.358878,0.914
-71.172642,42.358822,0.914
-71.172946,42.358745,0.914
-71.173079,42.358832,0.914
-71.173492,42.358818,0.914
-71.148481,42.360837,0.914
-71.148979,42.360751,0.914
-71.149185,42.360730,0.914
-71.149525,42.360694,0.914
-71.150023,42.360736,0.914
-71.150484,42.360694,0.914
-71.151274,42.360609,0.914
-71.152087,42.360485,0.914
-71.153350,42.360038,0.914
-71.154345,42.359812,0.914
-71.154940,42.359657,0.914
-71.155462,42.359598,0.914
-71.156142,42.359626,0.914
-71.183521,42.363230,0.914
-71.183435,42.362905,0.914
-71.183273,42.362563,0.914
-71.183191,42.362203,0.914
-71.183087,42.361627,0.914
-71.182954,42.361240,0.914
-71.182683,42.360982,0.914
-71.182197,42.360788,0.914
-71.181615,42.360653,0.914
-71.181020,42.360524,0.914
-71.180643,42.360455,0.914
-71.180000,42.360230,0.914
-71.179249,42.360025,0.914
-71.178519,42.359837,0.914
-71.178122,42.359728,0.914
-71.178239,42.359684,0.914
-71.178640,42.359699,0.914
-71.178713,42.359656,0.914
-71.178467,42.359485,0.914
-71.178018,42.359340,0.914
-71.178384,42.359340,0.914
-71.178956,42.359494,0.914
-71.179623,42.359721,0.914
-71.180024,42.359842,0.914
-71.180631,42.360092,0.914
-71.181299,42.360265,0.914
-71.182510,42.360664,0.914
-71.182950,42.360852,0.914
-71.183329,42.361267,0.914
-71.183633,42.363545,0.914
-71.184564,42.364373,0.914
-71.184504,42.364329,0.914
-71.184492,42.364361,0.914
-71.183932,42.364031,0.914
-71.184342,42.364535,0.914
-71.184759,42.364737,0.914
-71.185099,42.364734,0.914
-71.185099,42.364542,0.914
-71.184715,42.364373,0.914
-71.184601,42.364219,0.914
-71.184219,42.363968,0.914
-71.183975,42.363536,0.914
-71.183867,42.363122,0.914
-71.183625,42.362473,0.914
-71.075976,42.359473,10.363
-71.075864,42.359654,10.363
-71.075694,42.359846,10.363
-71.075621,42.359834,10.363
-71.075609,42.359723,10.363
-71.075743,42.359681,10.363
-71.075903,42.359473,10.363
-71.075974,42.359373,10.363
-71.076011,42.359401,10.363
-71.086336,42.354666,10.363
-71.085977,42.354731,10.363
-71.085600,42.354900,10.363
-71.085455,42.355037,10.363
-71.085539,42.354927,10.363
-71.085540,42.354711,10.363
-71.085735,42.354471,10.363
-71.086147,42.354417,10.363
-71.086369,42.354495,10.363
-71.072614,42.366090,9.754
-71.072489,42.366203,9.754
-71.072332,42.366183,9.754
-71.072175,42.366063,9.754
-71.072291,42.366027,9.754
-71.072550,42.365991,9.754
-71.072614,42.366090,9.754
-71.076038,42.359581,9.754
-71.075795,42.359825,9.754
-71.075669,42.360068,9.754
-71.075537,42.360049,9.754
-71.075481,42.359681,9.754
-71.075755,42.359422,9.754
-71.075974,42.359262,9.754
-71.076121,42.359347,9.754
-71.083914,42.355712,9.754
-71.083790,42.355620,9.754
-71.083829,42.355565,9.754
-71.083963,42.355638,9.754
-71.083976,42.356287,9.754
-71.083885,42.356413,9.754
-71.083629,42.356467,9.754
-71.083343,42.356421,9.754
-71.082845,42.356386,9.754
-71.082782,42.356107,9.754
-71.082869,42.356004,9.754
-71.083100,42.356043,9.754
-71.083501,42.356064,9.754
-71.083695,42.355993,9.754
-71.083865,42.356003,9.754
-71.083986,42.355977,9.754
-71.084062,42.356233,9.754
-71.084788,42.355795,9.754
-71.084508,42.355806,9.754
-71.084181,42.355723,9.754
-71.084183,42.355656,9.754
-71.084569,42.355567,9.754
-71.084714,42.355530,9.754
-71.084827,42.355692,9.754
-71.087105,42.354441,9.754
-71.086730,42.354617,9.754
-71.086427,42.354702,9.754
-71.085880,42.354880,9.754
-71.085607,42.355053,9.754
-71.085370,42.355145,9.754
-71.085298,42.355026,9.754
-71.085164,42.354913,9.754
-71.085170,42.354792,9.754
-71.085504,42.354571,9.754
-71.085698,42.354347,9.754
-71.086099,42.354328,9.754
-71.086414,42.354395,9.754
-71.087106,42.354388,9.754
-71.072708,42.365901,9.449
-71.072611,42.366176,9.449
-71.072453,42.366238,9.449
-71.072140,42.366081,9.449
-71.072307,42.365929,9.449
-71.072684,42.365858,9.449
-71.072708,42.365901,9.449
-71.072939,42.365721,9.449
-71.072726,42.365811,9.449
-71.072866,42.365576,9.449
-71.073098,42.365505,9.449
-71.073169,42.365256,9.449
-71.073105,42.365208,9.449
-71.073133,42.365116,9.449
-71.073223,42.365154,9.449
-71.076157,42.359338,9.449
-71.076005,42.359663,9.449
-71.075817,42.359834,9.449
-71.075693,42.360113,9.449
-71.075561,42.360133,9.449
-71.075462,42.359978,9.449
-71.075488,42.359606,9.449
-71.075832,42.359302,9.449
-71.076010,42.359233,9.449
-71.076157,42.359338,9.449
-71.076265,42.358688,9.449
-71.076182,42.358591,9.449
-71.076241,42.358513,9.449
-71.076402,42.358672,9.449
-71.077321,42.357867,9.449
-71.077216,42.357862,9.449
-71.077236,42.357789,9.449
-71.077333,42.357782,9.449
-71.084851,42.355773,9.449
-71.084606,42.355859,9.449
-71.084132,42.355806,9.449
-71.084013,42.355863,9.449
-71.084084,42.356242,9.449
-71.083927,42.356395,9.449
-71.083697,42.356485,9.449
-71.083464,42.356434,9.449
-71.082869,42.356415,9.449
-71.082738,42.356251,9.449
-71.082780,42.356007,9.449
-71.082930,42.355973,9.449
-71.083355,42.355988,9.449
-71.083619,42.355908,9.449
-71.083725,42.355836,9.449
-71.083695,42.355658,9.449
-71.083719,42.355557,9.449
-71.083974,42.355537,9.449
-71.084278,42.355606,9.449
-71.084703,42.355476,9.449
-71.084848,42.355644,9.449
-71.087739,42.354225,9.449
-71.087459,42.354356,9.449
-71.087119,42.354484,9.449
-71.086742,42.354638,9.449
-71.086220,42.354805,9.449
-71.085901,42.354891,9.449
-71.085589,42.355093,9.449
-71.085310,42.355146,9.449
-71.085103,42.354882,9.449
-71.085383,42.354639,9.449
-71.085621,42.354405,9.449
-71.085832,42.354305,9.449
-71.086147,42.354304,9.449
-71.086414,42.354375,9.449
-71.086839,42.354296,9.449
-71.087130,42.354171,9.449
-71.087386,42.354094,9.449
-71.087732,42.354207,9.449
-71.089243,42.353830,9.449
-71.089218,42.353802,9.449
-71.089297,42.353793,9.449
-71.073627,42.364587,8.839
-71.073521,42.364767,8.839
-71.073341,42.365100,8.839
-71.073214,42.365334,8.839
-71.073195,42.365505,8.839
-71.072890,42.365811,8.839
-71.072783,42.366027,8.839
-71.072611,42.366246,8.839
-71.072404,42.366265,8.839
-71.072108,42.366108,8.839
-71.072111,42.366018,8.839
-71.072465,42.365735,8.839
-71.072567,42.365541,8.839
-71.072781,42.365411,8.839
-71.072840,42.365253,8.839
-71.072848,42.364947,8.839
-71.073145,42.364443,8.839
-71.073436,42.364243,8.839
-71.073618,42.364252,8.839
-71.073655,42.364407,8.839
-71.075183,42.363327,8.839
-71.075039,42.363410,8.839
-71.074901,42.363390,8.839
-71.074444,42.363213,8.839
-71.074420,42.363143,8.839
-71.074749,42.363038,8.839
-71.074954,42.362900,8.839
-71.075197,42.363068,8.839
-71.077151,42.357384,8.839
-71.076921,42.357343,8.839
-71.076772,42.357403,8.839
-71.076799,42.357520,8.839
-71.076969,42.357552,8.839
-71.077602,42.357709,8.839
-71.077333,42.357978,8.839
-71.077006,42.358208,8.839
-71.076739,42.358315,8.839
-71.076556,42.358282,8.839
-71.076386,42.358474,8.839
-71.076541,42.358699,8.839
-71.076415,42.358780,8.839
-71.076347,42.358852,8.839
-71.076414,42.358987,8.839
-71.076317,42.359140,8.839
-71.076225,42.359338,8.839
-71.076109,42.359599,8.839
-71.075913,42.359762,8.839
-71.075854,42.359942,8.839
-71.075756,42.360149,8.839
-71.075609,42.360200,8.839
-71.075488,42.360314,8.839
-71.075351,42.360302,8.839
-71.075397,42.360041,8.839
-71.075420,42.359690,8.839
-71.075597,42.359440,8.839
-71.076053,42.359131,8.839
-71.076120,42.359023,8.839
-71.075997,42.358798,8.839
-71.076017,42.358537,8.839
-71.076078,42.358393,8.839
-71.076103,42.358204,8.839
-71.076186,42.357889,8.839
-71.076386,42.357740,8.839
-71.076690,42.357724,8.839
-71.076775,42.357646,8.839
-71.076690,42.357563,8.839
-71.076423,42.357435,8.839
-71.076350,42.357364,8.839
-71.076617,42.357317,8.839
-71.076765,42.357187,8.839
-71.076787,42.357036,8.839
-71.077091,42.356931,8.839
-71.077431,42.356891,8.839
-71.077525,42.357034,8.839
-71.077380,42.357322,8.839
-71.077527,42.357493,8.839
-71.077602,42.357709,8.839
-71.084848,42.355842,8.839
-71.084569,42.355899,8.839
-71.084096,42.355883,8.839
-71.084081,42.356062,8.839
-71.084088,42.356287,8.839
-71.083914,42.356443,8.839
-71.083464,42.356466,8.839
-71.082869,42.356445,8.839
-71.082663,42.356275,8.839
-71.082493,42.356301,8.839
-71.082382,42.356251,8.839
-71.082457,42.356107,8.839
-71.082578,42.355952,8.839
-71.082918,42.355925,8.839
-71.083173,42.355971,8.839
-71.083532,42.355881,8.839
-71.083582,42.355602,8.839
-71.083829,42.355473,8.839
-71.084266,42.355571,8.839
-71.084642,42.355445,8.839
-71.084885,42.355609,8.839
-71.088649,42.353811,8.839
-71.088284,42.354089,8.839
-71.087665,42.354363,8.839
-71.087094,42.354528,8.839
-71.086548,42.354697,8.839
-71.085905,42.354915,8.839
-71.085628,42.355098,8.839
-71.085358,42.355202,8.839
-71.085260,42.355143,8.839
-71.085082,42.354918,8.839
-71.085105,42.354783,8.839
-71.085569,42.354423,8.839
-71.085686,42.354212,8.839
-71.086062,42.354170,8.839
-71.086305,42.354326,8.839
-71.086669,42.354310,8.839
-71.086861,42.354162,8.839
-71.086997,42.353997,8.839
-71.087131,42.354083,8.839
-71.087483,42.354029,8.839
-71.087859,42.353891,8.839
-71.088223,42.353817,8.839
-71.088434,42.353811,8.839
-71.088563,42.353752,8.839
-71.088649,42.353811,8.839
-71.088745,42.353610,8.839
-71.088606,42.353550,8.839
-71.088721,42.353487,8.839
-71.088787,42.353559,8.839
-71.089340,42.353846,8.839
-71.089195,42.353918,8.839
-71.088927,42.353874,8.839
-71.088820,42.353784,8.839
-71.088927,42.353694,8.839
-71.089085,42.353511,8.839
-71.089336,42.353631,8.839
-71.089379,42.353802,8.839
-71.074044,42.363642,8.534
-71.073793,42.364047,8.534
-71.073699,42.364371,8.534
-71.073542,42.364776,8.534
-71.073363,42.365109,8.534
-71.073212,42.365406,8.534
-71.073042,42.365730,8.534
-71.072834,42.365910,8.534
-71.072744,42.366139,8.534
-71.072514,42.366300,8.534
